         0	         0
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -37	  -1235252
       -36	  -1235252
       -36	  -1235252
       -35	  -1235252
       -33	  -1235252
       -30	  -1235252
       -24	  -1235252
       -18	  -1235252
       -11	  -1235252
        -1	  -1235252
        10	  -1235252
        22	  -1235252
        35	  -1235252
        49	  -1235252
        67	  -1235252
        87	  -1235252
       111	  -1235252
       136	  -1235252
       161	  -1235159
       188	  -1234863
       215	  -1234473
       249	  -1233973
       281	  -1233525
       312	  -1233129
       345	  -1232782
       382	  -1232444
       417	  -1232116
       450	  -1231789
       485	  -1231457
       523	  -1231110
       557	  -1230768
       592	  -1230423
       628	  -1230087
       664	  -1229741
       698	  -1229399
       734	  -1229056
       771	  -1228724
       807	  -1228376
       841	  -1228034
       876	  -1227695
       909	  -1227357
       939	  -1227010
       965	  -1226689
       993	  -1226326
      1018	  -1225992
      1040	  -1225646
      1057	  -1225304
      1070	  -1224961
      1081	  -1224629
      1090	  -1224280
      1096	  -1223938
      1100	  -1223599
      1102	  -1223261
      1102	  -1222913
      1102	  -1222572
      1102	  -1222230
      1102	  -1221895
      1102	  -1221549
      1102	  -1221207
      1102	  -1220864
      1102	  -1220532
      1102	  -1220183
      1102	  -1219841
      1102	  -1219502
      1102	  -1219165
      1102	  -1218817
      1102	  -1218476
      1102	  -1218153
      1101	  -1217800
      1099	  -1217453
      1096	  -1217112
      1092	  -1216768
      1085	  -1216437
      1077	  -1216088
      1066	  -1215746
      1055	  -1215407
      1040	  -1215070
      1023	  -1214721
      1005	  -1214380
       983	  -1214038
       961	  -1213704
       938	  -1213357
       914	  -1213016
       887	  -1212672
       858	  -1212341
       830	  -1211992
       802	  -1211649
       772	  -1211311
       740	  -1210974
       708	  -1210626
       678	  -1210285
       646	  -1209942
       613	  -1209601
       579	  -1209262
       546	  -1208920
       511	  -1208577
       475	  -1208245
       438	  -1207896
       402	  -1207554
       363	  -1207215
       322	  -1206891
       281	  -1206530
       237	  -1206189
       191	  -1205847
       148	  -1205519
        96	  -1205166
        47	  -1204824
         2	  -1204581
       -48	  -1204574
       -96	  -1204675
      -145	  -1204784
      -194	  -1204857
      -238	  -1204975
      -291	  -1205310
      -339	  -1205746
      -386	  -1206208
      -435	  -1206605
      -484	  -1207003
      -535	  -1207348
      -587	  -1207677
      -637	  -1208000
      -692	  -1208337
      -744	  -1208678
      -799	  -1209020
      -852	  -1209360
      -904	  -1209702
      -957	  -1210046
     -1005	  -1210387
     -1053	  -1210715
     -1100	  -1211069
     -1140	  -1211410
     -1181	  -1211751
     -1217	  -1212087
     -1249	  -1212434
     -1280	  -1212777
     -1309	  -1213119
     -1333	  -1213444
     -1357	  -1213799
     -1376	  -1214142
     -1395	  -1214483
     -1412	  -1214811
     -1430	  -1215165
     -1446	  -1215506
     -1459	  -1215847
     -1471	  -1216176
     -1483	  -1216530
     -1492	  -1216873
     -1501	  -1217215
     -1508	  -1217540
     -1516	  -1217894
     -1522	  -1218237
     -1528	  -1218579
     -1533	  -1218913
     -1536	  -1219261
     -1539	  -1219609
     -1539	  -1219943
     -1539	  -1220286
     -1539	  -1220626
     -1539	  -1220969
     -1539	  -1221311
     -1539	  -1221643
     -1539	  -1221990
     -1539	  -1222334
     -1538	  -1222731
     -1537	  -1223003
     -1534	  -1223358
     -1530	  -1223699
     -1524	  -1224040
     -1516	  -1224382
     -1506	  -1224722
     -1495	  -1225072
     -1481	  -1225407
     -1466	  -1225747
     -1447	  -1226087
     -1423	  -1226430
     -1399	  -1226771
     -1373	  -1227111
     -1345	  -1227453
     -1313	  -1227795
     -1276	  -1228136
     -1240	  -1228478
     -1198	  -1228825
     -1151	  -1229161
     -1104	  -1229510
     -1054	  -1229842
      -997	  -1230183
      -941	  -1230533
      -879	  -1230874
      -819	  -1231208
      -751	  -1231556
      -685	  -1231897
      -613	  -1232238
      -545	  -1232574
      -470	  -1232921
      -394	  -1233264
      -320	  -1233606
      -243	  -1233938
      -167	  -1234285
       -90	  -1234629
       -13	  -1234970
        59	  -1235205
       138	  -1235210
       209	  -1235111
       282	  -1234905
       349	  -1234552
       422	  -1234052
       489	  -1233574
       553	  -1233142
       611	  -1232774
       667	  -1232428
       714	  -1232101
       758	  -1231777
       795	  -1231449
       824	  -1231103
       847	  -1230763
       865	  -1230418
       880	  -1230082
       889	  -1229735
       896	  -1229393
       902	  -1229050
       907	  -1228718
       912	  -1228369
       918	  -1228027
       925	  -1227688
       934	  -1227351
       943	  -1227003
       954	  -1226663
       966	  -1226320
       978	  -1225985
       991	  -1225639
      1004	  -1225297
      1016	  -1224954
      1027	  -1224622
      1038	  -1224273
      1047	  -1223930
      1054	  -1223592
      1059	  -1223255
      1063	  -1222907
      1065	  -1222566
      1067	  -1222223
      1067	  -1221888
      1067	  -1221543
      1067	  -1221201
      1067	  -1220858
      1067	  -1220539
      1067	  -1220177
      1067	  -1219835
      1067	  -1219496
      1067	  -1219159
      1067	  -1218811
      1067	  -1218470
      1066	  -1218127
      1063	  -1217793
      1060	  -1217447
      1054	  -1217105
      1046	  -1216762
      1036	  -1216429
      1023	  -1216081
      1008	  -1215739
       988	  -1215400
       969	  -1215063
       946	  -1214715
       923	  -1214375
       896	  -1214031
       866	  -1213697
       836	  -1213351
       806	  -1213009
       775	  -1212666
       740	  -1212334
       707	  -1211984
       676	  -1211642
       644	  -1211304
       611	  -1210967
       577	  -1210618
       545	  -1210278
       511	  -1209935
       475	  -1209601
       440	  -1209255
       405	  -1208913
       367	  -1208569
       327	  -1208238
       289	  -1207889
       248	  -1207547
       205	  -1207208
       164	  -1206864
       120	  -1206522
        72	  -1206182
        30	  -1205839
       -16	  -1205606
       -66	  -1205602
      -112	  -1205702
      -162	  -1205811
      -208	  -1205966
      -258	  -1206338
      -308	  -1206789
      -354	  -1207253
      -401	  -1207645
      -452	  -1208038
      -497	  -1208378
      -546	  -1208708
      -590	  -1209024
      -635	  -1209368
      -682	  -1209705
      -725	  -1210050
      -766	  -1210371
      -814	  -1210733
      -856	  -1211077
      -898	  -1211418
      -943	  -1211752
      -983	  -1212101
     -1024	  -1212441
     -1066	  -1212784
     -1103	  -1213119
     -1138	  -1213465
     -1175	  -1213805
     -1208	  -1214149
     -1237	  -1214490
     -1262	  -1214829
     -1287	  -1215172
     -1310	  -1215513
     -1329	  -1215847
     -1346	  -1216197
     -1360	  -1216537
     -1371	  -1216880
     -1380	  -1217215
     -1389	  -1217561
     -1394	  -1217901
     -1398	  -1218245
     -1400	  -1218586
     -1401	  -1218925
     -1401	  -1219268
     -1401	  -1219609
     -1401	  -1219949
     -1401	  -1220292
     -1401	  -1220633
     -1401	  -1220976
     -1401	  -1221311
     -1401	  -1221657
     -1401	  -1221997
     -1401	  -1222341
     -1401	  -1222668
     -1401	  -1223021
     -1401	  -1223364
     -1401	  -1223705
     -1401	  -1224039
     -1401	  -1224389
     -1401	  -1224729
     -1401	  -1225072
     -1400	  -1225401
     -1397	  -1225753
     -1393	  -1226093
     -1387	  -1226436
     -1380	  -1226764
     -1370	  -1227117
     -1359	  -1227460
     -1343	  -1227801
     -1327	  -1228129
     -1303	  -1228485
     -1278	  -1228825
     -1250	  -1229168
     -1222	  -1229497
     -1186	  -1229849
     -1144	  -1230189
     -1095	  -1230594
     -1058	  -1230874
     -1005	  -1231214
      -953	  -1231556
      -894	  -1231897
      -839	  -1232225
      -771	  -1232581
      -706	  -1232920
      -635	  -1233264
      -568	  -1233599
      -492	  -1233945
      -420	  -1234285
      -344	  -1234629
      -269	  -1234963
      -191	  -1235309
      -113	  -1235658
       -38	  -1235993
        38	  -1236334
       116	  -1236572
       190	  -1236575
       263	  -1236417
       330	  -1236068
       404	  -1235603
       468	  -1235063
       535	  -1234571
       594	  -1234145
       653	  -1233770
       704	  -1233446
       756	  -1233124
       802	  -1232802
       842	  -1232463
       880	  -1232123
       913	  -1231782
       938	  -1231442
       960	  -1231099
       976	  -1230750
       989	  -1230408
       997	  -1230074
      1003	  -1229727
      1005	  -1229386
      1005	  -1229044
      1005	  -1228725
      1005	  -1228362
      1005	  -1228021
      1005	  -1227681
      1005	  -1227344
      1005	  -1226996
      1005	  -1226654
      1005	  -1226313
      1005	  -1225979
      1005	  -1225632
      1005	  -1225290
      1005	  -1224948
      1005	  -1224615
      1005	  -1224266
      1005	  -1223925
      1005	  -1223585
      1005	  -1223248
      1005	  -1222900
      1005	  -1222559
      1005	  -1222217
      1005	  -1221882
      1005	  -1221536
      1005	  -1221194
      1005	  -1220852
      1004	  -1220520
      1002	  -1220170
       998	  -1219829
       992	  -1219489
       985	  -1219152
       976	  -1218804
       965	  -1218462
       952	  -1218121
       937	  -1217786
       920	  -1217440
       900	  -1217098
       878	  -1216755
       852	  -1216423
       826	  -1216074
       799	  -1215733
       767	  -1215393
       731	  -1215056
       697	  -1214708
       662	  -1214366
       623	  -1214025
       582	  -1213690
       540	  -1213344
       495	  -1213002
       447	  -1212660
       403	  -1212327
       351	  -1211978
       302	  -1211637
       255	  -1211297
       204	  -1210960
       155	  -1210612
       101	  -1210269
        49	  -1209928
         0	  -1209594
       -53	  -1209356
      -103	  -1209358
      -156	  -1209457
      -207	  -1209661
      -261	  -1210044
      -319	  -1210519
      -373	  -1210998
      -430	  -1211405
      -489	  -1211806
      -551	  -1212146
      -608	  -1212472
      -670	  -1212793
      -729	  -1213131
      -789	  -1213467
      -848	  -1213808
      -903	  -1214147
      -960	  -1214497
     -1011	  -1214837
     -1063	  -1215179
     -1108	  -1215499
     -1154	  -1215862
     -1199	  -1216204
     -1237	  -1216544
     -1271	  -1216880
     -1307	  -1217229
     -1338	  -1217569
     -1366	  -1217909
     -1389	  -1218231
     -1413	  -1218594
     -1435	  -1218932
     -1453	  -1219275
     -1468	  -1219609
     -1481	  -1219957
     -1492	  -1220300
     -1500	  -1220640
     -1507	  -1220963
     -1512	  -1221325
     -1515	  -1221665
     -1517	  -1222004
     -1517	  -1222327
     -1517	  -1222668
     -1517	  -1223029
     -1517	  -1223371
     -1517	  -1223705
     -1517	  -1224054
     -1517	  -1224395
     -1517	  -1224736
     -1517	  -1225078
     -1517	  -1225421
     -1516	  -1225760
     -1516	  -1226101
     -1516	  -1226437
     -1514	  -1226787
     -1512	  -1227125
     -1508	  -1227466
     -1502	  -1227801
     -1495	  -1228149
     -1485	  -1228491
     -1472	  -1228832
     -1457	  -1229161
     -1437	  -1229516
     -1413	  -1229856
     -1388	  -1230196
     -1362	  -1230539
     -1330	  -1230882
     -1294	  -1231220
     -1256	  -1231563
     -1218	  -1231897
     -1173	  -1232245
     -1126	  -1232587
     -1080	  -1232928
     -1029	  -1233264
      -976	  -1233612
      -921	  -1233952
      -863	  -1234292
      -808	  -1234629
      -745	  -1234978
      -686	  -1235316
      -621	  -1235658
      -561	  -1236001
      -493	  -1236341
      -431	  -1236683
      -363	  -1237024
      -300	  -1237360
      -229	  -1237708
      -163	  -1238048
       -94	  -1238388
       -27	  -1238725
        44	  -1238966
       117	  -1238964
       186	  -1238860
       256	  -1238657
       327	  -1238272
       400	  -1237798
       469	  -1237317
       539	  -1236906
       609	  -1236516
       676	  -1236177
       739	  -1235850
       800	  -1235536
       860	  -1235191
       917	  -1234852
       975	  -1234446
      1013	  -1234173
      1057	  -1233825
      1092	  -1233483
      1124	  -1233140
      1152	  -1232814
      1176	  -1232458
      1192	  -1232116
      1205	  -1231777
      1213	  -1231447
      1219	  -1231092
      1221	  -1230751
      1220	  -1230409
      1221	  -1230075
      1221	  -1229728
      1221	  -1229386
      1221	  -1229044
      1221	  -1228718
      1221	  -1228362
      1221	  -1228020
      1221	  -1227681
      1221	  -1227344
      1221	  -1226996
      1221	  -1226647
      1221	  -1226313
      1221	  -1225971
      1221	  -1225632
      1220	  -1225290
      1220	  -1224948
      1220	  -1224607
      1220	  -1224266
      1220	  -1223924
      1220	  -1223585
      1220	  -1223241
      1220	  -1222900
      1220	  -1222559
      1220	  -1222217
      1219	  -1221876
      1217	  -1221536
      1212	  -1221188
      1205	  -1220845
      1195	  -1220526
      1183	  -1220170
      1167	  -1219822
      1148	  -1219489
      1125	  -1219145
      1099	  -1218797
      1070	  -1218455
      1041	  -1218114
      1007	  -1217780
       968	  -1217432
       930	  -1217092
       888	  -1216749
       845	  -1216430
       799	  -1216068
       750	  -1215726
       699	  -1215386
       651	  -1215049
       599	  -1214701
       548	  -1214359
       494	  -1214018
       440	  -1213684
       385	  -1213336
       326	  -1212996
       272	  -1212653
       215	  -1212319
       158	  -1211972
        96	  -1211629
        37	  -1211289
       -22	  -1211064
       -86	  -1211064
      -148	  -1211163
      -212	  -1211272
      -276	  -1211447
      -342	  -1211814
      -409	  -1212269
      -476	  -1212733
      -546	  -1213139
      -615	  -1213514
      -689	  -1213853
      -759	  -1214182
      -831	  -1214505
      -903	  -1214842
      -975	  -1215181
     -1043	  -1215525
     -1108	  -1215859
     -1170	  -1216209
     -1230	  -1216551
     -1281	  -1216893
     -1331	  -1217229
     -1372	  -1217576
     -1409	  -1217914
     -1443	  -1218258
     -1468	  -1218594
     -1489	  -1218939
     -1503	  -1219282
     -1513	  -1219624
     -1519	  -1219956
     -1523	  -1220306
     -1525	  -1220647
     -1525	  -1220989
     -1525	  -1221311
     -1525	  -1221672
     -1525	  -1222011
     -1525	  -1222355
     -1525	  -1222682
     -1525	  -1223035
     -1525	  -1223378
     -1525	  -1223721
     -1525	  -1224039
     -1525	  -1224402
     -1525	  -1224743
     -1525	  -1225085
     -1525	  -1225407
     -1525	  -1225767
     -1524	  -1226106
     -1523	  -1226450
     -1522	  -1226771
     -1520	  -1227131
     -1517	  -1227474
     -1512	  -1227817
     -1504	  -1228149
     -1495	  -1228499
     -1484	  -1228839
     -1470	  -1229181
     -1453	  -1229517
     -1434	  -1229864
     -1413	  -1230203
     -1389	  -1230547
     -1366	  -1230867
     -1338	  -1231227
     -1307	  -1231570
     -1271	  -1231913
     -1236	  -1232245
     -1195	  -1232595
     -1148	  -1232936
     -1101	  -1233278
     -1049	  -1233612
      -989	  -1233960
      -928	  -1234299
      -859	  -1234643
      -790	  -1234978
      -714	  -1235323
      -633	  -1235666
      -554	  -1236009
      -471	  -1236341
      -381	  -1236691
      -295	  -1237031
      -204	  -1237373
      -113	  -1237708
       -19	  -1238056
        73	  -1238394
       168	  -1238623
       261	  -1238619
       354	  -1238453
       449	  -1238100
       544	  -1237627
       634	  -1237105
       723	  -1236599
       811	  -1236179
       896	  -1235812
       973	  -1235486
      1053	  -1235161
      1122	  -1234835
      1189	  -1234503
      1247	  -1234171
      1305	  -1233822
      1352	  -1233478
      1396	  -1233134
      1432	  -1232792
      1461	  -1232451
      1484	  -1232109
      1500	  -1231769
      1511	  -1231433
      1516	  -1231086
      1516	  -1230743
      1515	  -1230402
      1514	  -1230068
      1513	  -1229720
      1512	  -1229380
      1511	  -1229037
      1510	  -1228703
      1509	  -1228356
      1508	  -1228014
      1507	  -1227673
      1505	  -1227331
      1503	  -1226990
      1501	  -1226647
      1498	  -1226307
      1495	  -1225979
      1490	  -1225624
      1484	  -1225284
      1478	  -1224941
      1471	  -1224607
      1462	  -1224260
      1451	  -1223918
